Países,Quantidade (Kg),Valor (US$)
Argélia,-,-
Argentina,2.758.211,4.852.008
Brasil,-,-
Chile,25.952.434,47.301.298
Colômbia,-,-
Egito,-,-
Espanha,401.281,716.423
Estados Unidos,50.811,166.753
Grécia,-,-
Itália,1.228.338,2.274.045
México,184.747,398.096
Peru,3.184.984,6.629.415
Paraguai,-,-
Portugal,-,-
Panamá,-,-
Reino Unido,-,-
Uruguai,-,-
Venezuela,-,-
Não consta na tabela,-,-
Outros,-,-
Total,33.760.806,62.338.038
